airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,latitude,longitude,negative_score,positive_score,neutral_score,compound_score,NltkResult,TextBlob Polarity Score,Textblob PolarityResult sentiment,TextBlob Subjectivity Score,Textblob SubjectivityResult sentiment,Happy,Angry,Surprise,Sad,Fear,emotionResult
neutral,0.6457,,0,Delta,alixpeabody,0,jetblue captain takes muscles frown smile ready flyin mean,20-02-2015 13:26,43.86730003,-105.1604416,0,0.417,0.583,0.6124,positive,0.0625,positive,0.0625,Very Objective,0.4,0,0.4,0.2,0,happy
negative,1,Customer Service Issue,0.6745,Delta,Cav3rnicula,0,jetblue cannot seem guys jdhadp,20-02-2015 13:21,33.23400824,-100.0342016,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,1,,0,Delta,AroundTownGabby,0,jetblue loving capt flight,20-02-2015 13:19,43.14148136,-110.2592046,0,0.565,0.435,0.5994,positive,0.6,positive,0.6,Subjective,1,0,0,0,0,happy
negative,1,Late Flight,1,Delta,dwhitchcock,0,jetblue delays little proactive communication goes long howhardcanthatreallybe,20-02-2015 13:16,39.95429952,-105.8983511,0,0.264,0.736,0.3626,positive,-0.11875,negative,-0.11875,Very Objective,0,0,0,0,1,fear
negative,0.6364,Lost Luggage,0.3535,Delta,mhoffma8,0,jetblue worst view athlete watching team front seat chase nogearnotraining,20-02-2015 13:08,38.73010455,-95.81492072,0.313,0,0.687,-0.6249,negative,-1,negative,-1,Very Objective,0,0,0.5,0.5,0,surprise
positive,1,,0,Delta,OneikaTraveller,0,jetblue fabulous pleased,20-02-2015 13:00,38.39157482,-109.9444486,0,0.863,0.137,0.743,positive,0.45,positive,0.45,Neutral,0.5,0,0,0.5,0,happy
neutral,1,,0,Delta,MomEsq10,0,jetblue take round trip tickets closest warmest place please negativedegrees buffalo snowwillnevermelt,20-02-2015 12:56,44.10525877,-99.2601937,0,0.333,0.667,0.6124,positive,-0.2,negative,-0.2,Very Objective,0,0,0,0.5,0.5,sad
neutral,0.6332,,0,Delta,heykaradoyle,0,jetblue know,20-02-2015 12:55,31.50769086,-104.9088884,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,0.6382,,0,Delta,RogerSaintange,0,jetblue hanneslohmann cool,20-02-2015 12:53,39.51560149,-103.4219575,0,0.535,0.465,0.3182,positive,0.35,positive,0.35,Objective,1,0,0,0,0,happy
positive,0.6774,,0,Delta,narryyhemmings,0,jetblue real jwlglrw,20-02-2015 12:49,38.29138634,-94.23511014,0,0,1,0,neutral,0.2,positive,0.2,Objective,0,0,0,1,0,sad
positive,1,,0,Delta,mariobonifacio,0,jetblue worries time flew terminal taking thanks,20-02-2015 12:38,46.47527281,-105.8517859,0.262,0.271,0.467,0.0258,positive,0.2,positive,0.2,Objective,0,0,0.33,0.67,0,sad
positive,0.6526,,0,Delta,yaffasolin,0,jetblue messaged thanks,20-02-2015 12:34,38.39530664,-96.91478478,0,0.592,0.408,0.4404,positive,0.2,positive,0.2,Objective,0,0,0,0,0,Neutral
neutral,0.6196,,0,Delta,Cav3rnicula,0,jetblue compensated delays cancelled flightlation,20-02-2015 12:30,43.80993328,-99.91717366,0.333,0,0.667,-0.25,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,1,,0,Delta,KaylaRose__,0,jetblue thank,20-02-2015 12:06,45.21738559,-107.0525179,0,0.714,0.286,0.3612,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,0.6411,,0,Delta,moneyries,0,jetblue dang pandora look like pushed back likely,20-02-2015 12:00,43.52851752,-98.14898525,0,0.263,0.737,0.3612,positive,0,neutral,0,Very Objective,0,0.33,0,0,0.67,fear
negative,1,Customer Service Issue,0.686,Delta,JefferyAArnold,0,jetblue poor storm customer service takeoff delay waiting snack cart rude steward names love guys trueblue,20-02-2015 11:58,40.81563344,-100.8915066,0.341,0.171,0.488,-0.4939,negative,-0.066666667,negative,-0.066666667,Very Objective,0.25,0,0.5,0.25,0,surprise
neutral,0.6871,,0,Delta,southxnortheast,2,jetblue saving sanity leaving behind sunshine escape bliss travel indenial whatfrozenpipes ttzejvhy,20-02-2015 11:57,40.91090193,-105.9510176,0,0.489,0.511,0.8225,positive,-0.4,negative,-0.4,Very Objective,0,0,0,0.67,0.33,sad
negative,1,Late Flight,0.6882,Delta,Cav3rnicula,0,jetblue departure people delayed compensate time,20-02-2015 11:56,33.37118226,-101.5681346,0.275,0,0.725,-0.2263,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,0.6733,Flight Booking Problems,0.3532,Delta,KaylaRose__,0,jetblue trying make probably late flight email could call pittsburgh international,20-02-2015 11:54,39.48356472,-98.21331883,0,0,1,0,neutral,-0.15,negative,-0.15,Very Objective,0,0,0,0.67,0.33,sad
neutral,0.3494,,0,Delta,HowDoesItSound,0,jetblue flights would love redeem points little year historical limit,20-02-2015 11:54,48.54875182,-101.6302111,0,0.318,0.682,0.6369,positive,0.104166667,positive,0.104166667,Very Objective,0.25,0,0.5,0,0.25,surprise
negative,1,Customer Service Issue,1,Delta,JSHKODNIK,0,jetblue worst customer service airline company dontflythem,20-02-2015 11:53,33.53066287,-101.9671724,0.406,0,0.594,-0.6249,negative,-1,negative,-1,Very Objective,0,0,0,1,0,sad
negative,1,Late Flight,1,Delta,moneyries,0,jetblue random delay flight chance false alarm,20-02-2015 11:51,48.01529977,-99.88109974,0.439,0.187,0.374,-0.4019,negative,-0.45,negative,-0.45,Very Objective,0,0,0.5,0,0.5,surprise
negative,1,Late Flight,0.6667,Delta,Cav3rnicula,0,jetblue lost airport trip compensated inconvenience,20-02-2015 11:45,38.76773364,-97.67924299,0.545,0,0.455,-0.5859,negative,0,neutral,0,Very Objective,0,0,0,0.5,0.5,sad
positive,1,,0,Delta,HowDoesItSound,0,jetblue thanks reminder older flights would taken easy access points account awesome service,20-02-2015 11:41,30.69810235,-103.0905804,0,0.497,0.503,0.872,positive,0.45,positive,0.45,Neutral,0,0,0.6,0,0.4,surprise
neutral,1,,0,Delta,lexinieds,0,jetblue switch seat trip sunday,20-02-2015 11:29,43.77436496,-94.02320475,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,0.6667,,0,Delta,spark911uk,0,jetblue americanair misread date thanks clarifying,20-02-2015 11:28,36.98370573,-90.43420543,0.233,0.322,0.444,0.2023,positive,0.2,positive,0.2,Objective,0,0,0,0,0,Neutral
negative,0.7018,Late Flight,0.7018,Delta,islandershf,0,jetblue reason delay,20-02-2015 11:23,44.0611421,-104.4996155,0.535,0,0.465,-0.3182,negative,0,neutral,0,Very Objective,0,0,0,1,0,sad
neutral,0.6705,,0,Delta,spark911uk,0,jetblue loyalty number jetblue reservation,20-02-2015 11:22,38.87221101,-95.23853556,0,0.615,0.385,0.5859,positive,0,neutral,0,Very Objective,0.33,0,0,0,0.67,fear
positive,0.6639,,0,Delta,JPopsie,0,jetblue board soon,20-02-2015 11:15,36.19262639,-105.204505,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,1,,0,Delta,islandershf,0,jetblue delayed,20-02-2015 11:13,31.21505282,-104.2374218,0.655,0,0.345,-0.2263,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,0.6295,,0,Delta,SMHillman,0,jetblue afterall indeed swwhyhen lovesongfriday cheesy sweresomuchfun brandloveaffair,20-02-2015 11:12,29.59524973,-101.0201891,0,0,1,0,neutral,-0.5,negative,-0.5,Very Objective,0,0,0,0,0,Neutral
positive,1,,0,Delta,JPopsie,0,jetblue heading buffalo trading cold boston colder buffalo maybe caribbean next time,20-02-2015 11:08,48.5818128,-102.1146435,0,0,1,0,neutral,-0.3,negative,-0.3,Very Objective,0,0,0.5,0,0.5,surprise
neutral,0.6507,,0,Delta,Wibbitz,0,jetblue team offering flight access journal content ptsbkacdj,20-02-2015 11:05,35.23204203,-100.1634708,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
positive,1,,0,Delta,SMHillman,0,jetblue course know would like bedofroses long mint colored qyezhjgsb brandmance,20-02-2015 10:53,40.3238209,-99.31536089,0,0.2,0.8,0.3612,positive,-0.05,negative,-0.05,Very Objective,0,0,0,0.33,0.67,fear
neutral,0.704,,0,Delta,SMHillman,0,jetblue asking heavy guns know iwoulddoanythingforlove yxdqjnnl brandmance lovesongfriday,20-02-2015 10:52,41.20252121,-101.119234,0,0,1,0,neutral,-0.2,negative,-0.2,Very Objective,0,0,0,0.5,0.5,sad
neutral,1,,0,Delta,laurafee,0,jetblue well mine sure anything write home,20-02-2015 10:43,51.65307747,-98.69796003,0,0.468,0.532,0.5267,positive,0.5,positive,0.5,Neutral,0,0,0,0.5,0.5,sad
positive,0.6701,,0,Delta,s_m_i,5,smart makes angry jetblue partnered bring free digital access onboard liwecasoe,20-02-2015 10:42,51.98843841,-110.6761581,0.191,0.347,0.462,0.4019,positive,0.028571429,positive,0.028571429,Very Objective,0.2,0.2,0,0.4,0.2,sad
positive,1,,0,Delta,SMHillman,0,jetblue good speaking miamore know iadore fwzclbvug loving lovesongfriday,20-02-2015 10:40,48.33489643,-108.1101569,0,0.493,0.507,0.7783,positive,0.65,positive,0.65,Subjective,0.67,0,0,0,0.33,happy
neutral,1,,0,Delta,laurafee,0,jetblue well sure bold saying believe,20-02-2015 10:35,42.05990739,-98.99066366,0,0.7,0.3,0.7184,positive,0.416666667,positive,0.416666667,Neutral,0,0,0.33,0,0.67,fear
positive,0.6579,,0,Delta,datminecraftboz,0,jetblue love song thanks jetblue,20-02-2015 10:31,41.63814553,-97.65034398,0,0.703,0.297,0.7964,positive,0.35,positive,0.35,Objective,1,0,0,0,0,happy
neutral,0.6409,,0,Delta,SMHillman,0,jetblue idontwannalivewithoutyourlove ikcgaxxfa itwasminttobe bestinclasssocial thankyou travel business,20-02-2015 10:28,39.68917563,-95.52797854,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
neutral,1,,0,Delta,IFEnews,0,jetblue team offer flight access journal digital journal ucfbbqr,20-02-2015 10:27,39.87233092,-91.0895604,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
neutral,0.343,,0,Delta,wclsc59,0,jetblue would nice services triflight instead drive like charlotte atlanta,20-02-2015 10:20,40.69523335,-101.5337224,0,0.398,0.602,0.6486,positive,0.6,positive,0.6,Subjective,0.25,0,0,0,0.75,fear
positive,1,,0,Delta,laurafee,0,jetblue currently dancing terminal love stevie,20-02-2015 10:20,38.57217938,-99.88479461,0,0.457,0.543,0.6369,positive,0.25,positive,0.25,Objective,0.33,0,0,0.33,0.33,happy
positive,1,,0,Delta,datminecraftboz,0,jetblue thank jetblue jetgreen jetred blue favorite color blue makes better,20-02-2015 10:17,44.34766022,-103.5450625,0,0.512,0.488,0.8126,positive,0.25,positive,0.25,Objective,0.17,0,0.17,0.67,0,sad
neutral,0.6768,,0,Delta,StacyCrossB6,0,jetblue already tickets totally beach right flightlanding sunscreen feelsgood pvghjxkp,20-02-2015 10:15,39.90278956,-109.7824614,0,0,1,0,neutral,0.142857143,positive,0.142857143,Very Objective,0,0,0,0,1,fear
neutral,0.6698,,0,Delta,wclsc59,0,jetblue please start offering routes triflight locations,20-02-2015 10:12,36.64351324,-100.9961016,0,0.277,0.723,0.3182,positive,0,neutral,0,Very Objective,0,0,0,0.33,0.67,fear
positive,0.6959,,0,Delta,SaharaSams,2,chair selfie jetblue stacycrossb phlairport saharasams everyone looks flawless proud crew blueheros,20-02-2015 10:08,40.89011572,-97.16614742,0,0.39,0.61,0.7506,positive,0.9,positive,0.9,Very Subjective,1,0,0,0,0,happy
positive,1,,0,Delta,EMPRESSROOTSGAL,0,jetblue jetblue treated right disabledtraveler thanks hassle flight jamaica,20-02-2015 10:06,44.51358404,-104.8450764,0,0.266,0.734,0.4404,positive,0.242857143,positive,0.242857143,Objective,0,0,0.5,0,0.5,surprise
negative,0.6585,Can't Tell,0.6585,Delta,BritishAirNews,0,jetblue battles appease passengers wall street waterbury republican american urungy,20-02-2015 10:04,37.34328662,-89.55486667,0.205,0.165,0.63,-0.128,negative,0,neutral,0,Very Objective,0,0.67,0,0.33,0,angry
neutral,0.67,,0,Delta,Cindy3015,0,jetblue looking every watching deal specific dates fare finder help,20-02-2015 09:49,37.9724819,-96.50263569,0,0.231,0.769,0.4019,positive,0,neutral,0,Very Objective,0,0,1,0,0,surprise
positive,1,,0,Delta,BostonSwifty,0,jetblue flight booked heading california wikipearl team natprodexpo march cannot wait expowest,20-02-2015 09:46,38.78954187,-100.1530248,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
positive,0.6719,,0,Delta,Bkgirl_VSL,0,jetblue totally would outside view even camera ready haha evenmorespace evenmoreview dxuxdbfd,20-02-2015 09:40,34.49687251,-91.96619493,0,0.355,0.645,0.6705,positive,0.1,positive,0.1,Very Objective,0.5,0,0,0,0.5,happy
negative,1,Late Flight,0.6895,Delta,The_Radifier,0,jetblue really know means best first time flying experience likelihood addtl delays,20-02-2015 09:39,43.27064542,-101.728721,0,0.289,0.711,0.6666,positive,0.483333333,positive,0.483333333,Neutral,0,0,1,0,0,surprise
positive,0.6701,,0,Delta,anku,0,jetblue sent curious kind comp,20-02-2015 09:34,42.26541003,-101.4387456,0,0.655,0.345,0.6908,positive,0.25,positive,0.25,Objective,0.33,0,0.33,0,0.33,happy
positive,0.6816,,0,Delta,jmoumou1,0,jetblue cannot wait hear back regarding internship opportunity,20-02-2015 09:31,48.83922553,-104.200883,0,0.286,0.714,0.4215,positive,0,neutral,0,Very Objective,1,0,0,0,0,happy
neutral,1,,0,Delta,bekahthornhill,0,jetblue nashville,20-02-2015 09:27,30.18922773,-102.9898474,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Late Flight,1,Delta,mishy_mish,0,jetblue jetblue late flight late flight done,20-02-2015 09:24,42.3453361,-98.82112784,0,0,1,0,neutral,-0.3,negative,-0.3,Very Objective,0,0,0,1,0,sad
negative,1,Late Flight,1,Delta,The_Radifier,0,jetblue month nephew last nights flight mega delayed evening starting delays,20-02-2015 09:22,37.98109507,-97.04373683,0.16,0,0.84,-0.2263,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,1,,0,Delta,SaharaSams,0,jetblue challenge accepted first crew members send pics chairs free tickets visit wager isitsummeryet,20-02-2015 09:14,31.60979463,-94.1399376,0,0.379,0.621,0.6908,positive,0.325,positive,0.325,Objective,0.2,0,0.2,0,0.6,fear
neutral,1,,0,Delta,kyachtic,0,jetblue good address send feedback email,20-02-2015 09:09,41.93103022,-109.1879312,0,0.367,0.633,0.4404,positive,0.7,positive,0.7,Subjective,0.5,0,0,0,0.5,happy
positive,1,,0,Delta,TyrellJourdanA,0,jetblue thanks credit delay tell customer service means thankful,20-02-2015 09:05,46.92115461,-103.1581377,0.139,0.558,0.303,0.7845,positive,0.2,positive,0.2,Objective,0.33,0,0,0.33,0.33,happy
negative,1,Late Flight,0.677,Delta,The_Radifier,0,jetblue going flights yesterday today every single getting delayed,20-02-2015 09:05,38.889008,-106.3070994,0.192,0,0.808,-0.2263,negative,-0.071428571,negative,-0.071428571,Very Objective,0,0,0,0,1,fear
neutral,1,,0,Delta,paupaucda,0,jetblue said cross fingers happens departing,20-02-2015 08:54,51.45445609,-89.61231396,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0.5,0.5,0,0,angry
neutral,1,,0,Delta,Aircrews,0,jetblue battles appease passengers wall street lake wylie pilot jgorvdis,20-02-2015 08:51,45.11025968,-98.99401807,0.205,0.165,0.63,-0.128,negative,0,neutral,0,Very Objective,0,0.67,0,0.33,0,angry
neutral,0.6392,,0,Delta,gloeb90,0,jetblue cool need listen snoop route would shame,20-02-2015 08:41,39.43106998,-87.93551283,0.272,0.202,0.526,-0.2023,negative,0.35,positive,0.35,Objective,0.5,0,0,0,0.5,happy
negative,0.6634,Customer Service Issue,0.3465,Delta,Rachelce2,1,jetblue basically stole glasses cannot drive classes answering phone calls thanksjetblue,20-02-2015 08:35,33.84857888,-103.1375337,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.5,0,0.5,surprise
positive,1,,0,Delta,CourtneyEastes,0,jetblue thank always amazing customer service bring disney princess half marathon,20-02-2015 08:31,42.12269377,-98.0608212,0,0.412,0.588,0.743,positive,0.216666667,positive,0.216666667,Objective,0,0,0.33,0.67,0,sad
negative,1,Late Flight,1,Delta,MichaelSadov,0,jetblue delayed almost take jetblue good luck today really frustrating,20-02-2015 08:28,38.79988582,-94.09152413,0.304,0.337,0.359,0.1389,positive,0.15,positive,0.15,Very Objective,0.5,0.25,0.25,0,0,happy
neutral,1,,0,Delta,BritishAirNews,0,jetblue battles appease passengers wall street waterbury republican american dergpdwsj,20-02-2015 08:28,36.30118373,-101.3731736,0.205,0.165,0.63,-0.128,negative,0,neutral,0,Very Objective,0,0.67,0,0.33,0,angry
neutral,1,,0,Delta,meadonmanhattan,0,jetblue trivia contest flight question follow send answer enter aucsykfuhd wsjplus,20-02-2015 08:25,38.34103876,-90.75157476,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
positive,0.6838,,0,Delta,matthewhirsch,0,jetblue definitely thanks,20-02-2015 08:24,37.48242638,-100.5674151,0,0.848,0.152,0.6808,positive,0.2,positive,0.2,Objective,0,0,0,0,1,fear
positive,0.6667,,0,Delta,SMHillman,0,jetblue makingloveoutofnothingatall brandloveaffair kdhrufsw,20-02-2015 08:22,39.70344448,-98.53858056,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,1,Can't Tell,0.6487,Delta,MichelleAntunez,0,jetblue something telling,20-02-2015 08:19,42.87724105,-103.5648125,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,1,0,sad
neutral,0.6709,,0,Delta,MichelleAntunez,0,jetblue told however would work going overseas bottom line passengers feel,20-02-2015 08:18,39.24951934,-105.795418,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0.17,0.17,0.67,fear
negative,1,Bad Flight,1,Delta,MichaelSadov,0,jetblue runway hour water pressure taxiing back maintenance,20-02-2015 08:18,41.73226455,-107.0652473,0.239,0,0.761,-0.296,negative,0,neutral,0,Very Objective,0,0,0,1,0,sad
negative,1,Late Flight,1,Delta,ErinGambo,0,jetblue thanks heads hour delay sarcasm patienceiswearingthin woof,20-02-2015 08:17,40.59844168,-104.0371842,0.347,0.24,0.413,-0.0772,negative,0.2,positive,0.2,Objective,0,0,0,0,1,fear
positive,1,,0,Delta,matthewhirsch,0,jetblue wanted routes planned year newark love flying guys hope,20-02-2015 08:13,37.15345748,-100.1017378,0,0.47,0.53,0.7964,positive,0.5,positive,0.5,Neutral,0.33,0,0,0,0.67,fear
negative,1,Customer Service Issue,1,Delta,jakubsuchy,0,jetblue sign trueblue twice happens everyone around,20-02-2015 08:08,39.89894528,-98.36012142,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,1,fear
negative,1,Late Flight,0.3541,Delta,KBeckwithDane,0,jetblue mechanical failure boston fault,20-02-2015 08:08,42.43281436,-99.50028838,0.667,0,0.333,-0.7184,negative,-0.316666667,negative,-0.316666667,Very Objective,0,0,0,1,0,sad
positive,0.6566,,0,Delta,mariobonifacio,0,jetblue totally looks americanair admirals club slide couple passes,20-02-2015 07:57,48.12549632,-100.7053819,0,0.257,0.743,0.4144,positive,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
negative,0.6883,Late Flight,0.6883,Delta,KBeckwithDane,0,jetblue boston,20-02-2015 07:56,41.96867493,-113.1342783,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
neutral,0.6806,,0,Delta,alexandrawalshh,0,jetblue thanks,20-02-2015 07:54,36.26772287,-95.36830153,0,0.744,0.256,0.4404,positive,0.2,positive,0.2,Objective,0,0,0,0,0,Neutral
negative,1,Late Flight,1,Delta,techcatalyst,0,jetblue going miss hugely important meeting constant delays itscostingmeincome,20-02-2015 07:54,38.70362803,-98.45113272,0.15,0.196,0.655,0.1263,positive,0.2,positive,0.2,Objective,0.33,0,0,0.33,0.33,happy
positive,1,,0,Delta,SMHillman,0,jetblue mint crew flight mintalicious truebluelove shelleyandmarcrock travel,20-02-2015 07:49,45.37019324,-96.49091513,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,1,,0,Delta,ASSauLTxMasTER,0,jetblue thanks offering service guys xdjzkcgb,20-02-2015 07:48,40.20155139,-97.7520883,0,0.367,0.633,0.4404,positive,0.2,positive,0.2,Objective,0,0,0,0,1,fear
negative,0.709,Late Flight,0.709,Delta,alexandrawalshh,0,jetblue flights delayed,20-02-2015 07:46,39.02513292,-98.56906989,0.487,0,0.513,-0.2263,negative,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,0.6701,,0,Delta,SMHillman,0,jetblue lostinlove brandmance bzwgpadve wemosaictogether mint love,20-02-2015 07:46,40.80505071,-91.06995227,0,0.412,0.588,0.6369,positive,0.5,positive,0.5,Neutral,1,0,0,0,0,happy
neutral,1,,0,Delta,Rachel_Lipson,0,jetblue nervous sunday flight baltimore boston suggestions need boston monday,20-02-2015 07:44,36.52170521,-106.3780379,0.189,0,0.811,-0.2732,negative,0,neutral,0,Very Objective,0,0,0,0,1,fear
positive,1,,0,Delta,dpcahoon,0,jetblue guys rock lazaoay,20-02-2015 07:43,35.97595626,-100.659055,0,0,1,0,neutral,0,neutral,0,Very Objective,0,0,0,0,0,Neutral
positive,1,,0,Delta,mariobonifacio,0,would great never thought would sort would really makes flying experience bearable jetblue,20-02-2015 07:41,37.96178296,-97.68846796,0,0.255,0.745,0.6249,positive,0.5,positive,0.5,Neutral,0.14,0,0.29,0.14,0.43,fear
negative,0.9278,Late Flight,0.5386,Delta,techcatalyst,0,jetblue sorry report stuck tarmac held notwheelsup,20-02-2015 07:39,46.75698011,-96.4464862,0.398,0,0.602,-0.3182,negative,-0.5,negative,-0.5,Very Objective,0,0,0,0.5,0.5,sad
positive,1,,0,Delta,kbosspotter,0,jetblue thanks gent phone fixed flight waiver flyfi forget name,20-02-2015 07:36,40.68730926,-107.5282072,0.148,0.227,0.625,0.25,positive,0.15,positive,0.15,Very Objective,0,0.5,0,0,0.5,angry
neutral,0.6702,,0,Delta,JetBlueNews,0,jetblue airways hits week high jblu sleekmoney zdkxnktou,20-02-2015 07:36,38.19153111,-100.690228,0,0,1,0,neutral,0.16,positive,0.16,Very Objective,0,0.5,0,0,0.5,angry
